ATMID,TYPEATMCRM,TELLERID,CABANG,STARTINGCASH50K,CASHIN50K,CASHOUT50K,CASPOSDENOM50K,STARTINGCASH100K,CASHIN100K,CASHOUT100K,CASPOSDENOM100K,"POSITION_SOURCE"
"ZZTX      ",CRM,"W44X      ",29007,3000000000,31185000000,22250000000,11935000000,12000000000,25210000000,34400000000,2810000000,CURRENT
"ZZT0      ",CRM,"W16T      ",47007,11000000000,9195000000,14655000000,5540000000,28000000000,33710000000,13810000000,47900000000,CURRENT
"ZZT2      ",CRM,"W18T      ",47007,8000000000,2635000000,3085000000,7550000000,8000000000,5480000000,3760000000,9720000000,CURRENT
"ZZT3      ",CRM,"W19T      ",27505,2000000000,4595000000,1660000000,4935000000,4000000000,27080000000,11810000000,19270000000,CURRENT
"ZZT4      ",CRM,"W20T      ",24003,5000000000,590000000,4455000000,1135000000,10000000000,2760000000,6100000000,6660000000,CURRENT
"ZZT5      ",CRM,"W21T      ",8012,5000000000,1840000000,3725000000,3115000000,10000000000,7770000000,1500000000,16270000000,REPLENISH
"ZZT6      ",CRM,"W22T      ",24038,2000000000,7580000000,1300000000,8280000000,4000000000,11550000000,3040000000,12510000000,REPLENISH
"ZZT8      ",CRM,"W23T      ",29004,3000000000,2480000000,1110000000,4370000000,7000000000,9460000000,2070000000,14390000000,REPLENISH
"ZZT9      ",CRM,"W24T      ",47007,5000000000,275000000,315000000,4960000000,10000000000,470000000,50000000,10420000000,CURRENT
"ZZUF      ",CRM,"W45F      ",47007,20000000000,1080000000,6565000000,14515000000,28000000000,2260000000,5860000000,24400000000,CURRENT
"ZZUJ      ",CRM,"W45J      ",47007,20000000000,1590000000,4360000000,17230000000,28000000000,3890000000,3920000000,27970000000,CURRENT
"ZZUL      ",CRM,"W45L      ",47007,13000000000,540000000,4330000000,9210000000,28000000000,1250000000,3840000000,25410000000,CURRENT
"ZZUM      ",CRM,"W45M      ",47007,12000000000,320000000,3650000000,8670000000,8000000000,5730000000,6100000000,7630000000,CURRENT
"ZZUQ      ",CRM,"W45Q      ",47007,20000000000,2085000000,7730000000,14355000000,40000000000,12510000000,31120000000,21390000000,CURRENT
"ZZUT      ",CRM,"W45T      ",47007,11000000000,2330000000,2915000000,10415000000,7000000000,23120000000,2160000000,27960000000,CURRENT
"ZZUX      ",CRM,"W45X      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZUZ      ",CRM,"W45Z      ",47007,15000000000,155000000,4265000000,10890000000,15000000000,820000000,4180000000,11640000000,CURRENT
"ZZU1      ",CRM,"W17U      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZU3      ",CRM,"W19U      ",27518,5000000000,2970000000,3980000000,3990000000,4000000000,16830000000,5770000000,15060000000,REPLENISH
"ZZU4      ",CRM,"W20U      ",24019,1000000000,4300000000,3565000000,1735000000,2000000000,23090000000,8280000000,16810000000,REPLENISH
"ZZU9      ",CRM,"W24U      ",47007,5000000000,115000000,255000000,4860000000,10000000000,550000000,10000000,10540000000,CURRENT
"ZZVB      ",CRM,"W46B      ",47007,15500000000,455000000,10190000000,5765000000,28000000000,3560000000,7860000000,23700000000,CURRENT
"ZZVD      ",CRM,"W46D      ",47007,20000000000,2330000000,4965000000,17365000000,28000000000,3160000000,5130000000,26030000000,CURRENT
"ZZVN      ",CRM,"W46N      ",47007,7500000000,505000000,5875000000,2130000000,28000000000,4280000000,11180000000,21100000000,CURRENT
"ZZVP      ",CRM,"W46P      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZVS      ",CRM,"W46S      ",47007,15000000000,305000000,4285000000,11020000000,15000000000,3130000000,3150000000,14980000000,CURRENT
"ZZVT      ",CRM,"W46T      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZVX      ",CRM,"W46X      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZVY      ",CRM,"W46Y      ",47007,10000000000,445000000,7310000000,3135000000,28000000000,1060000000,4850000000,24210000000,CURRENT
"ZZV0      ",CRM,"W16V      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZV3      ",CRM,"W19V      ",27500,2000000000,6390000000,1375000000,7015000000,4000000000,34400000000,10960000000,27440000000,REPLENISH
"ZZV4      ",CRM,"W20V      ",44006,2000000000,3710000000,3420000000,2290000000,2000000000,11160000000,6870000000,6290000000,REPLENISH
"ZZV9      ",CRM,"W24V      ",47007,5000000000,110000000,280000000,4830000000,10000000000,40000000,80000000,9960000000,CURRENT
"ZZWF      ",CRM,"W47F      ",47007,15000000000,3080000000,6555000000,11525000000,15000000000,12360000000,10740000000,16620000000,CURRENT
"ZZWH      ",CRM,"W47H      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZWJ      ",CRM,"W47J      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZWL      ",CRM,"W47L      ",47007,20000000000,1125000000,8840000000,12285000000,28000000000,4770000000,9070000000,23700000000,CURRENT
"ZZWM      ",CRM,"W47M      ",47007,20000000000,1170000000,3875000000,17295000000,10000000000,3570000000,5750000000,7820000000,CURRENT
"ZZWQ      ",CRM,"W47Q      ",47007,20000000000,5275000000,9345000000,15930000000,28000000000,6320000000,8380000000,25940000000,CURRENT
"ZZWR      ",CRM,"W47R      ",47007,10000000000,880000000,4420000000,6460000000,15000000000,2470000000,9410000000,8060000000,CURRENT
"ZZWU      ",CRM,"W47U      ",47007,17500000000,670000000,7510000000,10660000000,28000000000,2780000000,5330000000,25450000000,CURRENT
"ZZW3      ",CRM,"W19W      ",29030,0,0,0,0,0,0,0,0,CURRENT
"ZZW6      ",CRM,"W22W      ",31006,2000000000,8400000000,1620000000,8780000000,4000000000,11780000000,7750000000,8030000000,REPLENISH
"ZZW9      ",CRM,"W24W      ",47007,5000000000,175000000,165000000,5010000000,10000000000,910000000,0,10910000000,CURRENT
"ZZXE      ",CRM,"W48E      ",47007,20000000000,895000000,7490000000,13405000000,28000000000,5950000000,5440000000,28510000000,CURRENT
"ZZXG      ",CRM,"W48G      ",47007,15000000000,2115000000,16365000000,750000000,23000000000,2880000000,11240000000,14640000000,CURRENT
"ZZXH      ",CRM,"W48H      ",47007,20000000000,1745000000,8415000000,13330000000,28000000000,3450000000,5710000000,25740000000,CURRENT
"ZZXK      ",CRM,"W48K      ",34048,5000000000,490000000,405000000,5085000000,10000000000,2100000000,3400000000,8700000000,CURRENT
"ZZXL      ",CRM,"W48L      ",47007,10500000000,1010000000,3725000000,7785000000,28000000000,1020000000,1320000000,27700000000,CURRENT
"ZZXM      ",CRM,"W48M      ",23031,10000000000,1860000000,10820000000,1040000000,40000000000,8370000000,34590000000,13780000000,REPLENISH
"ZZXP      ",CRM,"W48P      ",47007,10000000000,0,6135000000,3865000000,15000000000,100000000,13820000000,1280000000,CURRENT
"ZZXR      ",CRM,"W48R      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZXS      ",CRM,"W48S      ",47007,20000000000,5000000,3180000000,16825000000,28000000000,120000000,4490000000,23630000000,REPLENISH
"ZZXT      ",CRM,"W48T      ",47007,10000000000,50000000,3565000000,6485000000,10000000000,440000000,2810000000,7630000000,CURRENT
"ZZXU      ",CRM,"W48U      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZXV      ",CRM,"W48V      ",47007,10000000000,710000000,4825000000,5885000000,10000000000,1840000000,4920000000,6920000000,CURRENT
"ZZXW      ",CRM,"W48W      ",47007,20000000000,805000000,7500000000,13305000000,10000000000,2650000000,5610000000,7040000000,CURRENT
"ZZXX      ",CRM,"W48X      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZXY      ",CRM,"W48Y      ",47007,20000000000,6895000000,12535000000,14360000000,28000000000,22610000000,8300000000,42310000000,CURRENT
"ZZXZ      ",CRM,"W48Z      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZX2      ",CRM,"W18X      ",47007,4000000000,1695000000,2620000000,3075000000,28000000000,8470000000,3630000000,32840000000,REPLENISH
"ZZX3      ",CRM,"W19X      ",29012,5000000000,2500000000,1685000000,5815000000,10000000000,2630000000,3490000000,9140000000,REPLENISH
"ZZX5      ",CRM,"W21X      ",39004,2000000000,180000000,285000000,1895000000,8000000000,1560000000,2260000000,7300000000,REPLENISH
"ZZX8      ",CRM,"W23X      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZYA      ",CRM,"W49A      ",47007,18000000000,75000000,1590000000,16485000000,10000000000,730000000,1050000000,9680000000,REPLENISH
"ZZYC      ",CRM,"W49C      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZYD      ",CRM,"W49D      ",47007,12000000000,1190000000,1885000000,11305000000,12000000000,6980000000,8760000000,10220000000,REPLENISH
"ZZYF      ",CRM,"W49F      ",47007,20000000000,360000000,5455000000,14905000000,10000000000,1280000000,4420000000,6860000000,CURRENT
"ZZYK      ",CRM,"W49K      ",47007,5500000000,480000000,470000000,5510000000,28000000000,2020000000,1750000000,28270000000,CURRENT
"ZZYL      ",CRM,"W49L      ",47007,10000000000,985000000,1355000000,9630000000,10000000000,3400000000,2940000000,10460000000,CURRENT
"ZZYM      ",CRM,"W49M      ",47007,13000000000,915000000,1880000000,12035000000,28000000000,4910000000,3550000000,29360000000,CURRENT
"ZZYN      ",CRM,"W49N      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZYR      ",CRM,"W49R      ",47007,4500000000,190000000,295000000,4395000000,28000000000,3150000000,820000000,30330000000,CURRENT
"ZZYS      ",CRM,"W49S      ",47007,5000000000,3560000000,4940000000,3620000000,5000000000,30240000000,10310000000,24930000000,CURRENT
"ZZYU      ",CRM,"W49U      ",47007,10500000000,770000000,1365000000,9905000000,28000000000,1650000000,17340000000,12310000000,CURRENT
"ZZYX      ",CRM,"W49X      ",47007,10000000000,4645000000,6575000000,8070000000,20000000000,8350000000,17010000000,11340000000,CURRENT
"ZZYZ      ",CRM,"W49Z      ",39033,5000000000,540000000,2100000000,3440000000,10000000000,10290000000,7930000000,12360000000,REPLENISH
"ZZY0      ",CRM,"W16Y      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZY3      ",CRM,"W19Y      ",31500,3000000000,5405000000,2050000000,6355000000,6000000000,26600000000,4270000000,28330000000,REPLENISH
"ZZY4      ",CRM,"W20Y      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZY6      ",CRM,"W22Y      ",27517,2000000000,6735000000,6485000000,2250000000,4000000000,21550000000,16650000000,8900000000,REPLENISH
"ZZZA      ",CRM,"W51A      ",39022,2000000000,2170000000,1645000000,2525000000,8000000000,5880000000,3810000000,10070000000,REPLENISH
"ZZZ0      ",CRM,"W16Z      ",47007,10000000000,4985000000,9025000000,5960000000,10000000000,30850000000,9660000000,31190000000,CURRENT
"ZZZ3      ",CRM,"W19Z      ",39083,1000000000,3510000000,2825000000,1685000000,2000000000,20670000000,9930000000,12740000000,REPLENISH
"ZZZ6      ",CRM,"W22Z      ",27500,2000000000,13755000000,1065000000,14690000000,4000000000,71160000000,11100000000,64060000000,REPLENISH
"ZZZ9      ",CRM,"W24Z      ",47007,6500000000,8200000000,240000000,14460000000,28000000000,9960000000,1940000000,36020000000,REPLENISH
"ZZ0F      ",CRM,"W03F      ",47007,3500000000,255000000,3215000000,540000000,10000000000,800000000,1980000000,8820000000,CURRENT
"ZZ0G      ",CRM,"W03G      ",47007,14000000000,370000000,6600000000,7770000000,17000000000,1620000000,6310000000,12310000000,CURRENT
"ZZ0J      ",CRM,"W03J      ",47007,10000000000,205000000,3815000000,6390000000,10000000000,910000000,2210000000,8700000000,CURRENT
"ZZ0L      ",CRM,"W03L      ",47007,15000000000,8750000000,7020000000,16730000000,20000000000,14140000000,9740000000,24400000000,CURRENT
"ZZ0O      ",CRM,"W03O      ",47007,7000000000,325000000,3420000000,3905000000,28000000000,2540000000,2890000000,27650000000,CURRENT
"ZZ0P      ",CRM,"W03P      ",47007,2500000000,1115000000,2810000000,805000000,28000000000,3060000000,1640000000,29420000000,REPLENISH
"ZZ0Q      ",CRM,"W03Q      ",47007,10000000000,20000000,490000000,9530000000,15000000000,10000000,450000000,14560000000,CURRENT
"ZZ0R      ",CRM,"W03R      ",47007,13500000000,1055000000,3305000000,11250000000,10000000000,4300000000,12850000000,1450000000,CURRENT
"ZZ0T      ",CRM,"W03T      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ0V      ",CRM,"W03V      ",47007,15000000000,1230000000,3460000000,12770000000,15000000000,6260000000,5410000000,15850000000,CURRENT
"ZZ0W      ",CRM,"W03W      ",47007,14000000000,4480000000,13305000000,5175000000,20000000000,10810000000,7700000000,23110000000,CURRENT
"ZZ0Y      ",CRM,"W03Y      ",47007,10500000000,2475000000,6095000000,6880000000,28000000000,5980000000,3100000000,30880000000,CURRENT
"ZZ00      ",CRM,"W003      ",47007,14000000000,435000000,680000000,13755000000,3000000000,8280000000,1560000000,9720000000,CURRENT
"ZZ01      ",CRM,"W004      ",47007,2000000000,665000000,1620000000,1045000000,28000000000,6280000000,4300000000,29980000000,CURRENT
"ZZ02      ",CRM,"W005      ",47007,1500000000,150000000,645000000,1005000000,28000000000,910000000,1370000000,27540000000,CURRENT
"ZZ03      ",CRM,"W006      ",47007,14000000000,1880000000,8260000000,7620000000,20000000000,37310000000,25890000000,31420000000,REPLENISH
"ZZ04      ",CRM,"W007      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZ05      ",CRM,"W008      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZ06      ",CRM,"W009      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ07      ",CRM,"W00A      ",47007,14000000000,1555000000,2295000000,13260000000,32000000000,8150000000,5640000000,34510000000,CURRENT
"ZZ08      ",CRM,"W00B      ",47007,14000000000,945000000,4950000000,9995000000,12000000000,19850000000,21580000000,10270000000,CURRENT
"ZZ09      ",CRM,"W00C      ",47007,14000000000,2155000000,2460000000,13695000000,17000000000,11170000000,5860000000,22310000000,CURRENT
"ZZ1C      ",CRM,"W04C      ",47007,3500000000,2970000000,5970000000,500000000,10000000000,7200000000,4220000000,12980000000,CURRENT
"ZZ1H      ",CRM,"W04H      ",47007,20000000000,4770000000,9885000000,14885000000,28000000000,6640000000,15430000000,19210000000,CURRENT
"ZZ1I      ",CRM,"W04I      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ1M      ",CRM,"W04M      ",47007,20000000000,3775000000,4675000000,19100000000,28000000000,10450000000,9220000000,29230000000,CURRENT
"ZZ1N      ",CRM,"W04N      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ1O      ",CRM,"W04O      ",47007,14000000000,10310000000,6210000000,18100000000,40000000000,18690000000,7810000000,50880000000,REPLENISH
"ZZ1Q      ",CRM,"W04Q      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ1U      ",CRM,"W04U      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ1V      ",CRM,"W04V      ",47007,2000000000,23960000000,9230000000,16730000000,5000000000,50110000000,9860000000,45250000000,CURRENT
"ZZ1Y      ",CRM,"W04Y      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ1Z      ",CRM,"W04Z      ",47007,14000000000,3160000000,3985000000,13175000000,24000000000,10450000000,6160000000,28290000000,CURRENT
"ZZ10      ",CRM,"W00D      ",47007,3500000000,95000000,650000000,2945000000,28000000000,1900000000,1700000000,28200000000,REPLENISH
"ZZ11      ",CRM,"W00E      ",47007,4500000000,380000000,1835000000,3045000000,28000000000,4030000000,8190000000,23840000000,CURRENT
"ZZ12      ",CRM,"W00F      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ13      ",CRM,"W00G      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ14      ",CRM,"W00H      ",47007,500000000,365000000,350000000,515000000,28000000000,1570000000,1360000000,28210000000,CURRENT
"ZZ15      ",CRM,"W00I      ",47007,2000000000,35000000,425000000,1610000000,28000000000,1130000000,700000000,28430000000,CURRENT
"ZZ19      ",CRM,"W00M      ",47007,14000000000,835000000,2100000000,12735000000,31000000000,17840000000,24580000000,24260000000,CURRENT
"ZZ2B      ",CRM,"W05B      ",47007,14000000000,9220000000,20465000000,2755000000,22000000000,27710000000,26650000000,23060000000,REPLENISH
"ZZ2C      ",CRM,"W05C      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ2H      ",CRM,"W05H      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ2J      ",CRM,"W05J      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ2O      ",CRM,"W05O      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ2P      ",CRM,"W05P      ",47007,10000000000,1005000000,4135000000,6870000000,15000000000,1970000000,8260000000,8710000000,CURRENT
"ZZ2Q      ",CRM,"W05Q      ",47007,14000000000,1935000000,3585000000,12350000000,5000000000,3770000000,3220000000,5550000000,REPLENISH
"ZZ2R      ",CRM,"W05R      ",47007,14000000000,9065000000,12985000000,10080000000,25000000000,22410000000,30920000000,16490000000,CURRENT
"ZZ2T      ",CRM,"W05T      ",47007,14000000000,3825000000,4815000000,13010000000,40000000000,8220000000,20500000000,27720000000,CURRENT
"ZZ2U      ",CRM,"W05U      ",47007,15000000000,5980000000,10230000000,10750000000,20000000000,13480000000,14530000000,18950000000,CURRENT
"ZZ2X      ",CRM,"W05X      ",47007,20000000000,1835000000,9015000000,12820000000,40000000000,7360000000,26290000000,21070000000,CURRENT
"ZZ20      ",CRM,"W00O      ",47007,1500000000,360000000,935000000,925000000,28000000000,1300000000,4740000000,24560000000,CURRENT
"ZZ21      ",CRM,"W00P      ",47007,5000000000,590000000,1400000000,4190000000,5000000000,22740000000,26920000000,820000000,REPLENISH
"ZZ22      ",CRM,"W00Q      ",47007,5000000000,345000000,480000000,4865000000,5000000000,23570000000,9120000000,19450000000,CURRENT
"ZZ23      ",CRM,"W00R      ",47007,500000000,360000000,490000000,370000000,28000000000,7330000000,2060000000,33270000000,CURRENT
"ZZ24      ",CRM,"W00S      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ25      ",CRM,"W00T      ",47007,3000000000,5405000000,2740000000,5665000000,5000000000,50480000000,19410000000,36070000000,CURRENT
"ZZ26      ",CRM,"W00U      ",47007,3500000000,160000000,750000000,2910000000,28000000000,3940000000,1400000000,30540000000,CURRENT
"ZZ3B      ",CRM,"W09B      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ3J      ",CRM,"W09J      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ31      ",CRM,"W00Z      ",47007,3000000000,3350000000,1160000000,5190000000,6000000000,32620000000,8230000000,30390000000,REPLENISH
"ZZ32      ",CRM,"W010      ",47007,4000000000,4300000000,480000000,7820000000,7000000000,29540000000,16700000000,19840000000,CURRENT
"ZZ39      ",CRM,"W017      ",47007,14000000000,1295000000,5520000000,9775000000,8000000000,12740000000,8910000000,11830000000,CURRENT
"ZZ4F      ",CRM,"W10F      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ4L      ",CRM,"W10L      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ4R      ",CRM,"W10R      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ42      ",CRM,"W01A      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ44      ",CRM,"W01C      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ46      ",CRM,"W01E      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ48      ",CRM,"W01G      ",47007,18000000000,3725000000,16745000000,4980000000,28000000000,17050000000,29000000000,16050000000,CURRENT
"ZZ49      ",CRM,"W01H      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ5E      ",CRM,"W11E      ",47007,10000000000,2315000000,1210000000,11105000000,28000000000,13500000000,3730000000,37770000000,CURRENT
"ZZ5F      ",CRM,"W11F      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ5L      ",CRM,"W11L      ",47007,2400000000,690000000,2495000000,595000000,33600000000,7530000000,7530000000,33600000000,CURRENT
"ZZ5N      ",CRM,"W11N      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ5P      ",CRM,"W11P      ",47007,10000000000,2875000000,10840000000,2035000000,20000000000,10430000000,11470000000,18960000000,REPLENISH
"ZZ5X      ",CRM,"W11X      ",47007,5000000000,4500000000,2630000000,6870000000,10000000000,7770000000,4700000000,13070000000,CURRENT
"ZZ5Z      ",CRM,"W11Z      ",47007,5000000000,1985000000,2455000000,4530000000,10000000000,6440000000,4270000000,12170000000,CURRENT
"ZZ53      ",CRM,"W01L      ",47007,15000000000,2445000000,3665000000,13780000000,15000000000,8710000000,8460000000,15250000000,CURRENT
"ZZ58      ",CRM,"W01Q      ",47007,17000000000,6600000000,4590000000,19010000000,28000000000,28240000000,4430000000,51810000000,CURRENT
"ZZ6B      ",CRM,"W12B      ",47007,11000000000,775000000,2330000000,9445000000,7000000000,7370000000,3230000000,11140000000,CURRENT
"ZZ6E      ",CRM,"W12E      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZ6G      ",CRM,"W12G      ",34031,5000000000,1010000000,3715000000,2295000000,5000000000,4720000000,4090000000,5630000000,REPLENISH
"ZZ6H      ",CRM,"W12H      ",34035,5000000000,14355000000,5455000000,13900000000,10000000000,38070000000,10480000000,37590000000,REPLENISH
"ZZ6L      ",CRM,"W12L      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ6M      ",CRM,"W12M      ",47007,5000000000,2640000000,1575000000,6065000000,10000000000,11100000000,2670000000,18430000000,CURRENT
"ZZ6N      ",CRM,"W12N      ",47007,10000000000,1930000000,9205000000,2725000000,20000000000,5370000000,10590000000,14780000000,CURRENT
"ZZ6O      ",CRM,"W12O      ",47007,5000000000,10220000000,10455000000,4765000000,20000000000,29440000000,22250000000,27190000000,CURRENT
"ZZ6P      ",CRM,"W12P      ",47007,5000000000,1110000000,965000000,5145000000,10000000000,4610000000,4140000000,10470000000,CURRENT
"ZZ6Q      ",CRM,"W12Q      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ6S      ",CRM,"W12S      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ6T      ",CRM,"W12T      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ6V      ",CRM,"W12V      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZ60      ",CRM,"W01S      ",47007,15000000000,2690000000,3150000000,14540000000,15000000000,2850000000,12960000000,4890000000,CURRENT
"ZZ62      ",CRM,"W01U      ",47007,14000000000,305000000,5150000000,9155000000,10000000000,2060000000,6440000000,5620000000,CURRENT
"ZZ65      ",CRM,"W01X      ",47007,18500000000,2945000000,6785000000,14660000000,10000000000,2950000000,12130000000,820000000,CURRENT
"ZZ68      ",CRM,"W020      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ69      ",CRM,"W021      ",47007,5000000000,14910000000,13865000000,6045000000,10000000000,42690000000,20750000000,31940000000,CURRENT
"ZZ7G      ",CRM,"W13G      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ7J      ",CRM,"W13J      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ7N      ",CRM,"W13N      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ7Q      ",CRM,"W13Q      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ7T      ",CRM,"W13T      ",47007,14000000000,2480000000,805000000,15675000000,17000000000,7700000000,3750000000,20950000000,CURRENT
"ZZ71      ",CRM,"W023      ",47007,8500000000,595000000,6810000000,2285000000,28000000000,3400000000,9750000000,21650000000,REPLENISH
"ZZ78      ",CRM,"W02A      ",47007,11000000000,1180000000,1235000000,10945000000,21000000000,3580000000,19570000000,5010000000,REPLENISH
"ZZ79      ",CRM,"W02B      ",47007,2000000000,7320000000,4505000000,4815000000,4000000000,21090000000,22440000000,2650000000,CURRENT
"ZZ8A      ",CRM,"W14A      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ8B      ",CRM,"W14B      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ8J      ",CRM,"W14J      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ8N      ",CRM,"W14N      ",47007,10000000000,1120000000,3770000000,7350000000,10000000000,6890000000,14340000000,2550000000,CURRENT
"ZZ8P      ",CRM,"W14P      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZ8T      ",CRM,"W14T      ",47007,10000000000,1320000000,2025000000,9295000000,20000000000,5730000000,3940000000,21790000000,CURRENT
"ZZ82      ",CRM,"W02E      ",47007,16800000000,1980000000,4620000000,14160000000,38000000000,7310000000,12220000000,33090000000,CURRENT
"ZZ86      ",CRM,"W02I      ",47007,14500000000,1725000000,3230000000,12995000000,28000000000,3750000000,6050000000,25700000000,CURRENT
"ZZ87      ",CRM,"W02J      ",47007,5000000000,4790000000,1450000000,8340000000,28000000000,18310000000,3280000000,43030000000,CURRENT
"ZZ88      ",CRM,"W02K      ",47007,4000000000,1015000000,1085000000,3930000000,8000000000,9590000000,9180000000,8410000000,CURRENT
"ZZ9E      ",CRM,"W15E      ",47007,13500000000,1510000000,3650000000,11360000000,10000000000,16860000000,25490000000,1370000000,CURRENT
"ZZ93      ",CRM,"W02P      ",47007,1500000000,165000000,370000000,1295000000,28000000000,930000000,10000000,28920000000,REPLENISH
"ZZ94      ",CRM,"W02Q      ",47007,5000000000,1285000000,4010000000,2275000000,5000000000,5840000000,2490000000,8350000000,CURRENT
"ZZ95      ",CRM,"W02R      ",47007,5000000000,175000000,1505000000,3670000000,5000000000,1260000000,600000000,5660000000,CURRENT
"ZZ96      ",CRM,"W02S      ",47007,0,0,0,0,0,0,0,0,CURRENT
"Z001      ",CRM,"W001      ",47007,10000000000,3295000000,2385000000,10910000000,5000000000,22730000000,5620000000,22110000000,CURRENT
"Z002      ",CRM,"W002      ",47007,10000000000,3140000000,3655000000,9485000000,5000000000,38490000000,5100000000,38390000000,CURRENT
"1004      ",ATM50K,"Z003      ",47007,23500000000,0,11130000000,12370000000,,0,,,CURRENT
"1012      ",ATM50K,"Z00A      ",47007,32000000000,0,10035000000,21965000000,,0,,,CURRENT
"1022      ",ATM50K,"Z00K      ",47007,40000000000,0,14470000000,25530000000,,0,,,CURRENT
"1023      ",ATM50K,"Z00L      ",47007,37500000000,0,18345000000,19155000000,,0,,,CURRENT
"1025      ",ATM50K,"Z00N      ",24022,10000000000,0,8110000000,1890000000,,0,,,CURRENT
"1031      ",ATM50K,"Z00S      ",47007,30000000000,0,10145000000,19855000000,,0,,,CURRENT
"1037      ",ATM50K,"Z00Y      ",47007,36000000000,0,2340000000,33660000000,,0,,,REPLENISH
"1039      ",ATM100K,"Z010      ",47007,,0,,,36000000000,0,11210000000,24790000000,CURRENT
"1050      ",ATM50K,"Z01A      ",4016,15000000000,0,3080000000,11920000000,,0,,,REPLENISH
"1051      ",ATM50K,"Z01B      ",47007,30000000000,0,11845000000,18155000000,,0,,,CURRENT
"1054      ",ATM100K,"Z01E      ",47007,,0,,,32000000000,0,19780000000,12220000000,CURRENT
"1057      ",ATM100K,"Z01H      ",47007,,0,,,60000000000,0,14360000000,45640000000,CURRENT
"1062      ",ATM50K,"Z01M      ",47007,30000000000,0,4295000000,25705000000,,0,,,CURRENT
"1063      ",ATM50K,"Z01N      ",47007,30000000000,0,11980000000,18020000000,,0,,,CURRENT
"1064      ",ATM50K,"Z01O      ",47007,30000000000,0,10005000000,19995000000,,0,,,CURRENT
"1080      ",ATM100K,"Z023      ",4009,,0,,,60000000000,0,0,60000000000,REPLENISH
"1086      ",ATM50K,"Z029      ",47007,22800000000,0,16070000000,6730000000,,0,,,CURRENT
